""	"Coral.tag"	"Treatment"	"Site"	"Coral.species"	"Condition"	"Treated"	"Collection.month"	"Collection.year"	"sampling"	"sampled"	"Sample.1"	"Sequencing.Run"
"BS2-2019-HD-D"	"2019"	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2019-HD-D"	"NS2211"
"BS2-2048-DD-D"	"2048"	"control bag"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2048-DD-D"	"NS2211"
"BS2-2065-DD-D"	"2065"	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2065-DD-D"	"NS2211"
"BS2-2065-HD-D"	"2065"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2065-HD-D"	"NS2211"
"BS2-2076-HD-D"	"2076"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2076-HD-D"	"NS2211"
"BS2-2077-DD-D"	"2077"	"probiotic paste"	"BS2"	"MCAV"	"DD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2077-DD-D"	"NS2211"
"BS2-2078-HD-D"	"2078"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2078-HD-D"	"NS2211"
"BS2-2079-DD-D"	"2079"	"probiotic paste"	"BS2"	"MCAV"	"DD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2079-DD-D"	"NS2211"
"BS2-2079-HD-D"	"2079"	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2079-HD-D"	"NS2211"
"BS2-2091-DD-D"	"2091"	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2091-DD-D"	"NS2211"
"BS2-2091-HD-D"	"2091"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2091-HD-D"	"NS2211"
"BS2-2149-HD-D"	"2149"	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2149-HD-D"	"NS2211"
"BS2-2155-DD-D"	"2155"	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2155-DD-D"	"NS2211"
"BS2-2155-HD-D"	"2155"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2155-HD-D"	"NS2211"
"BS2-2180-DD-D"	"2180"	"control bag"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2180-DD-D"	"NS2211"
"BS2-2180-HD-D"	"2180"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2180-HD-D"	"NS2211"
"BS2-2407-HD-D"	"2407"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2407-HD-D"	"NS2211"
"BS2-2415-HD-D"	"2415"	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2415-HD-D"	"NS2211"
"BS2-2432-HD-D"	"2432"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2432-HD-D"	"NS2211"
"BS2-2433-HD-D"	"2433"	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2433-HD-D"	"NS2211"
"BS2-2453-HD-D"	"2453"	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2453-HD-D"	"NS2211"
"BS2-2460-HD-D"	"2460"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2460-HD-D"	"NS2211"
"BS2-2464-DD-D"	"2464"	"probiotic paste"	"BS2"	"MCAV"	"DD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2464-DD-D"	"NS2211"
"BS2-2474-DD-D"	"2474"	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2474-DD-D"	"NS2211"
"BS2-2474-HD-D"	"2474"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2474-HD-D"	"NS2211"
"BS2-2475-DD-D"	"2475"	"control bag"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2475-DD-D"	"NS2211"
"BS2-2475-HD-D"	"2475"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2475-HD-D"	"NS2211"
"BS2-2478-HD-D"	"2478"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2478-HD-D"	"NS2211"
"BS2-2479-DD-D"	"2479"	"control bag"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2479-DD-D"	"NS2211"
"BS2-2479-HD-D"	"2479"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2479-HD-D"	"NS2211"
"BS2-2480-DD-D"	"2480"	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2480-DD-D"	"NS2211"
"BS2-2480-HD-D"	"2480"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2480-HD-D"	"NS2211"
"BS2-2483-DD-D"	"2483"	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2483-DD-D"	"NS2211"
"BS2-2499-HD-D"	"2499"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2499-HD-D"	"NS2211"
"BS2-2500-DD-D"	"2500"	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2500-DD-D"	"NS2211"
"BS2-2500-HD-D"	"2500"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2500-HD-D"	"NS2211"
"BS2-2652-DD-D"	"2652"	"probiotic paste"	"BS2"	"MCAV"	"DD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2652-DD-D"	"NS2211"
"BS2-2652-HD-D"	"2652"	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2652-HD-D"	"NS2211"
"BS2-2661-DD-D"	"2661"	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2661-DD-D"	"NS2211"
"BS2-2661-HD-D"	"2661"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2661-HD-D"	"NS2211"
"BS2-2662-HH-D"	"2662"	"resistant"	"BS2"	"MCAV"	"HH"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2662-HH-D"	"NS2211"
"BS2-2673-HH-D"	"2673"	"resistant"	"BS2"	"MCAV"	"HH"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2673-HH-D"	"NS2211"
"BS2-2674-DD-D"	"2674"	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2674-DD-D"	"NS2211"
"BS2-2674-HD-D"	"2674"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2674-HD-D"	"NS2211"
"BS2-2675-HD-D"	"2675"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2675-HD-D"	"NS2211"
"BS2-2683-HH-D"	"2683"	"resistant"	"BS2"	"MCAV"	"HH"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2683-HH-D"	"NS2211"
"BS2-2685-HD-D"	"2685"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2685-HD-D"	"NS2211"
"BS2-2693-HD-D"	"2693"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2693-HD-D"	"NS2211"
"BS2-2694-HH-D"	"2694"	"resistant"	"BS2"	"MCAV"	"HH"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2694-HH-D"	"NS2211"
"BS2-2048-HD-D"	"2048"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2048-HD-D"	"NS2408"
"BS2-2179-HD-D"	"2179"	"control paste"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2179-HD-D"	"NS2408"
"BS2-2198-HD-O"	"2198"	"control bag"	"BS2"	"MCAV"	"HD"	"NO"	"Oct"	"2020"	"Two weeks after second treatment"	"Two weeks after treatment"	"BS2-2198-HD-O"	"NS2408"
"BS2-2433-DD-D"	"2433"	"probiotic paste"	"BS2"	"MCAV"	"DD"	"YES"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2433-DD-D"	"NS2408"
"BS2-2478-DD-D"	"2478"	"control paste"	"BS2"	"MCAV"	"DD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2478-DD-D"	"NS2408"
"BS2-2483-HD-D"	"2483"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2483-HD-D"	"NS2408"
"BS2-2672-HH-D"	"2672"	"none"	"BS2"	"MCAV"	"HH"	"NO"	"Jan"	"2021"	"Two months after second treatment"	"Two months after second treatment"	"BS2-2672-HH-D"	"NS2408"
"BS2-2675-HD-O"	"2675"	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Oct"	"2020"	"Two weeks after second treatment"	"Two weeks after treatment"	"BS2-2675-HD-O"	"NS2408"
"BS2-2683-HH-O"	"2683"	"resistant"	"BS2"	"MCAV"	"HH"	"NO"	"Oct"	"2020"	"Two weeks after second treatment"	"Two weeks after treatment"	"BS2-2683-HH-O"	"NS2408"
"BS3-2041-DD-A"	"2041"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2041-DD-A"	"NS2661"
"BS3-2041-DD-B"	"2041"	"probiotic paste and bag"	"BS3"	"MCAV"	"DD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2041-DD-B"	"NS2661"
"BS3-2041-HD-A"	"2041"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2041-HD-A"	"NS2661"
"BS3-2041-HD-B"	"2041"	"probiotic paste and bag"	"BS3"	"MCAV"	"HD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2041-HD-B"	"NS2661"
"BS3-2116-DD-A"	"2116"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2116-DD-A"	"NS2661"
"BS3-2264-DD-A"	"2264"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2264-DD-A"	"NS2661"
"BS3-2264-DD-B"	"2264"	"control paste and bag"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2264-DD-B"	"NS2661"
"BS3-2264-HD-A"	"2264"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2264-HD-A"	"NS2661"
"BS3-2264-HD-B"	"2264"	"control paste and bag"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2264-HD-B"	"NS2661"
"BS3-2265-DD-B"	"2265"	"control paste and bag"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2265-DD-B"	"NS2661"
"BS3-2265-HD-B"	"2265"	"control paste and bag"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2265-HD-B"	"NS2661"
"BS3-2266-DD-A"	"2266"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2266-DD-A"	"NS2661"
"BS3-2266-DD-B"	"2266"	"probiotic paste and bag"	"BS3"	"MCAV"	"DD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2266-DD-B"	"NS2661"
"BS3-2266-HD-A"	"2266"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2266-HD-A"	"NS2661"
"BS3-2266-HD-B"	"2266"	"probiotic paste and bag"	"BS3"	"MCAV"	"HD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2266-HD-B"	"NS2661"
"BS3-2267-HH-B"	"2267"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2267-HH-B"	"NS2661"
"BS3-2268-DD-A"	"2268"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2268-DD-A"	"NS2661"
"BS3-2268-DD-B"	"2268"	"probiotic paste and bag"	"BS3"	"MCAV"	"DD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2268-DD-B"	"NS2661"
"BS3-2268-HD-A"	"2268"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2268-HD-A"	"NS2661"
"BS3-2268-HD-B"	"2268"	"probiotic paste and bag"	"BS3"	"MCAV"	"HD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2268-HD-B"	"NS2661"
"BS3-2362-DD-B"	"2362"	"probiotic paste and bag"	"BS3"	"MCAV"	"DD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2362-DD-B"	"NS2661"
"BS3-2362-HD-A"	"2362"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2362-HD-A"	"NS2661"
"BS3-2362-HD-B"	"2362"	"probiotic paste and bag"	"BS3"	"MCAV"	"HD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2362-HD-B"	"NS2661"
"BS3-2363-DD-A"	"2363"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2363-DD-A"	"NS2661"
"BS3-2363-HD-A"	"2363"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2363-HD-A"	"NS2661"
"BS3-2363-HH-B"	"2363"	"probiotic paste and bag"	"BS3"	"MCAV"	"HH"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2363-HH-B"	"NS2661"
"BS3-2364-DD-A"	"2364"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2364-DD-A"	"NS2661"
"BS3-2364-DD-B"	"2364"	"control paste and bag"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2364-DD-B"	"NS2661"
"BS3-2364-HD-A"	"2364"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2364-HD-A"	"NS2661"
"BS3-2364-HD-B"	"2364"	"control paste and bag"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2364-HD-B"	"NS2661"
"BS3-2365-DD-A"	"2365"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2365-DD-A"	"NS2661"
"BS3-2365-DD-B"	"2365"	"control paste and bag"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2365-DD-B"	"NS2661"
"BS3-2365-HD-B"	"2365"	"control paste and bag"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2365-HD-B"	"NS2661"
"BS3-2366-DD-A"	"2366"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2366-DD-A"	"NS2661"
"BS3-2366-DD-B"	"2366"	"control paste and bag"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2366-DD-B"	"NS2661"
"BS3-2366-HD-A"	"2366"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2366-HD-A"	"NS2661"
"BS3-2366-HD-B"	"2366"	"control paste and bag"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2366-HD-B"	"NS2661"
"BS3-2429-DD-A"	"2429"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2429-DD-A"	"NS2661"
"BS3-2429-DD-B"	"2429"	"control paste and bag"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2429-DD-B"	"NS2661"
"BS3-2429-HD-A"	"2429"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2429-HD-A"	"NS2661"
"BS3-2429-HD-B"	"2429"	"control paste and bag"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2429-HD-B"	"NS2661"
"BS3-2451-DD-A"	"2451"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2451-DD-A"	"NS2661"
"BS3-2451-DD-B"	"2451"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2451-DD-B"	"NS2661"
"BS3-2451-HD-A"	"2451"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"Nov"	"2021"	"Three months after treatment"	"Three months after treatment"	"BS3-2451-HD-A"	"NS2661"
"BS3-2451-HD-B"	"2451"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2451-HD-B"	"NS2661"
"BS3-2503-HH-A"	"2503"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2503-HH-A"	"NS2661"
"BS3-2503-HH-B"	"2503"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2503-HH-B"	"NS2661"
"BS3-2504-HH-B"	"2504"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2504-HH-B"	"NS2661"
"BS3-2505-DD-B"	"2505"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2505-DD-B"	"NS2661"
"BS3-2505-HD-B"	"2505"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2505-HD-B"	"NS2661"
"BS3-2506-DD-A"	"2506"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2506-DD-A"	"NS2661"
"BS3-2506-DD-AA"	"2506"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2506-DD-AA"	"NS2661"
"BS3-2506-DD-B"	"2506"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2506-DD-B"	"NS2661"
"BS3-2506-HD-A"	"2506"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2506-HD-A"	"NS2661"
"BS3-2506-HD-AA"	"2506"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2506-HD-AA"	"NS2661"
"BS3-2506-HD-B"	"2506"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2506-HD-B"	"NS2661"
"BS3-2507-DD-A"	"2507"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2507-DD-A"	"NS2661"
"BS3-2507-DD-B"	"2507"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2507-DD-B"	"NS2661"
"BS3-2507-HD-A"	"2507"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2507-HD-A"	"NS2661"
"BS3-2507-HD-B"	"2507"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2507-HD-B"	"NS2661"
"BS3-2512-DD-A"	"2512"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2512-DD-A"	"NS2661"
"BS3-2512-HD-A"	"2512"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2512-HD-A"	"NS2661"
"BS3-2512-HH-B"	"2512"	"probiotic paste and bag"	"BS3"	"MCAV"	"HH"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2512-HH-B"	"NS2661"
"BS3-2513-DD-A"	"2513"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2513-DD-A"	"NS2661"
"BS3-2513-DD-B"	"2513"	"probiotic paste and bag"	"BS3"	"MCAV"	"DD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2513-DD-B"	"NS2661"
"BS3-2513-HD-A"	"2513"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2513-HD-A"	"NS2661"
"BS3-2513-HD-B"	"2513"	"probiotic paste and bag"	"BS3"	"MCAV"	"HD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2513-HD-B"	"NS2661"
"BS3-2516-DD-A"	"2516"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2516-DD-A"	"NS2661"
"BS3-2516-DD-B"	"2516"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2516-DD-B"	"NS2661"
"BS3-2516-HD-A"	"2516"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2516-HD-A"	"NS2661"
"BS3-2516-HD-B"	"2516"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2516-HD-B"	"NS2661"
"BS3-2517-HH-A"	"2517"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2517-HH-A"	"NS2661"
"BS3-2517-HH-B"	"2517"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2517-HH-B"	"NS2661"
"BS3-2549-DD-A"	"2549"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2549-DD-A"	"NS2661"
"BS3-2549-HD-A"	"2549"	"none"	"BS3"	"MCAV"	"HD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2549-HD-A"	"NS2661"
"BS3-2549-HH-B"	"2549"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2549-HH-B"	"NS2661"
"BS3-2562-DD-A"	"2562"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2562-DD-A"	"NS2661"
"BS3-2564-HH-A"	"2564"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2564-HH-A"	"NS2661"
"BS3-2564-HH-B"	"2564"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2564-HH-B"	"NS2661"
"BS3-2565-HH-A"	"2565"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2565-HH-A"	"NS2661"
"BS3-2565-HH-B"	"2565"	"none"	"BS3"	"MCAV"	"HH"	"NO"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2565-HH-B"	"NS2661"
"BS3-2568-DD-A"	"2568"	"none"	"BS3"	"MCAV"	"DD"	"NO"	"July"	"2021"	"Before treatment"	"Before treatment"	"BS3-2568-DD-A"	"NS2661"
"BS3-2568-DD-B"	"2568"	"probiotic paste and bag"	"BS3"	"MCAV"	"DD"	"YES"	"Aug"	"2021"	"One month after treatment"	"One month after treatment"	"BS3-2568-DD-B"	"NS2661"
