	Coral.tag	Treatment	Site	Coral.species	Condition	Treated	Collection.month	Collection.year	sampling	sampled	Sample.1	Sequencing.Run
BS2-2693-HD-D	2693	none	BS2	MCAV	HD	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2693-HD-D	NS2211
BS2-2694-HH-D	2694	resistant	BS2	MCAV	HH	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2694-HH-D	NS2211
BS2-2048-HD-D	2048	control bag	BS2	MCAV	HD	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2048-HD-D	NS2408
BS2-2179-HD-D	2179	control paste	BS2	MCAV	HD	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2179-HD-D	NS2408
BS2-2198-HD-O	2198	control bag	BS2	MCAV	HD	NO	Oct	2020	Two weeks after second treatment	Two weeks after treatment	BS2-2198-HD-O	NS2408
BS2-2433-DD-D	2433	probiotic paste	BS2	MCAV	DD	YES	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2433-DD-D	NS2408
BS2-2478-DD-D	2478	control paste	BS2	MCAV	DD	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2478-DD-D	NS2408
BS2-2483-HD-D	2483	none	BS2	MCAV	HD	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2483-HD-D	NS2408
BS2-2672-HH-D	2672	none	BS2	MCAV	HH	NO	Jan	2021	Two months after second treatment	Two months after second treatment	BS2-2672-HH-D	NS2408
BS2-2675-HD-O	2675	none	BS2	MCAV	HD	NO	Oct	2020	Two weeks after second treatment	Two weeks after treatment	BS2-2675-HD-O	NS2408
BS2-2683-HH-O	2683	resistant	BS2	MCAV	HH	NO	Oct	2020	Two weeks after second treatment	Two weeks after treatment	BS2-2683-HH-O	NS2408
