""	"sample"	"ASV"	"relative_abundance"	"Coral.tag"	"Complete_sets"	"Proportion_TissueLost_Jan21"	"Proportion_TissueLost_End"	"Treatment"	"Site"	"Coral.species"	"Condition"	"Probiotic"	"Collection.month"	"Collection.year"	"sampled"	"Sequencing.Run"
"586"	"BS2-2006-HD-O"	"Halomonas_ASV1"	0.122598353	2006	"yes"	10	40.7	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"587"	"BS2-2006-HD-O"	"Halodesulfovibrio_ASV1"	0	2006	"yes"	10	40.7	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"588"	"BS2-2006-HD-O"	"Pseudoalteromonas_ASV1"	0.09210125	2006	"yes"	10	40.7	"probiotic paste"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"589"	"BS2-2019-DD-A"	"Vibrio_ASV3"	0.03432619	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"590"	"BS2-2019-DD-A"	"Vibrio_ASV4"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"591"	"BS2-2019-DD-A"	"Vibrio_ASV2"	0.016406345	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"592"	"BS2-2019-DD-A"	"Halomonas_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"593"	"BS2-2019-DD-A"	"Halodesulfovibrio_ASV1"	0.031601889	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"594"	"BS2-2019-DD-A"	"Renibacterium_ASV1"	0.042862332	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"595"	"BS2-2019-DD-A"	"Photobacterium_ASV1"	0.005872382	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"596"	"BS2-2019-DD-A"	"Endozoicomonas_ASV3"	0.03414457	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"597"	"BS2-2019-DD-A"	"Thalassobius_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"598"	"BS2-2019-DD-A"	"Roseibacillus_ASV1"	0.00054486	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"599"	"BS2-2019-DD-A"	"Psychrobium_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"600"	"BS2-2019-DD-A"	"Endozoicomonas_ASV2"	0.03747427	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"601"	"BS2-2019-DD-A"	"Ruegeria_ASV1"	0.010291803	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"602"	"BS2-2019-DD-A"	"Enhydrobacter_ASV1"	0.03692941	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"603"	"BS2-2019-DD-A"	"Endozoicomonas_ASV1"	0.018706865	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"604"	"BS2-2019-DD-A"	"Other_n.716"	0.723211042	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"605"	"BS2-2019-DD-A"	"Vibrio_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"606"	"BS2-2019-DD-A"	"Pseudoalteromonas_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"607"	"BS2-2019-DD-A"	"Halomonas_ASV2"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"608"	"BS2-2019-DD-A"	"Pseudoalteromonas_ASV2"	0.00108972	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"609"	"BS2-2019-DD-A"	"Nautella_ASV1"	0.006538322	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"610"	"BS2-2019-DD-O"	"Roseibacillus_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"611"	"BS2-2019-DD-O"	"Halomonas_ASV2"	0.088219861	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"612"	"BS2-2019-DD-O"	"Endozoicomonas_ASV1"	0.007608553	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"613"	"BS2-2019-DD-O"	"Halomonas_ASV1"	0.185688049	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"614"	"BS2-2019-DD-O"	"Endozoicomonas_ASV3"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"615"	"BS2-2019-DD-O"	"Pseudoalteromonas_ASV1"	0.14200446	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"616"	"BS2-2019-DD-O"	"Ruegeria_ASV1"	0.010953693	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"617"	"BS2-2019-DD-O"	"Vibrio_ASV1"	0.172897809	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"618"	"BS2-2019-DD-O"	"Psychrobium_ASV1"	0.006362325	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"619"	"BS2-2019-DD-O"	"Nautella_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"620"	"BS2-2019-DD-O"	"Vibrio_ASV3"	0.023678342	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"621"	"BS2-2019-DD-O"	"Other_n.716"	0.210743802	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"622"	"BS2-2019-DD-O"	"Renibacterium_ASV1"	0.019677292	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"623"	"BS2-2019-DD-O"	"Halodesulfovibrio_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"624"	"BS2-2019-DD-O"	"Vibrio_ASV2"	0.064279155	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"625"	"BS2-2019-DD-O"	"Enhydrobacter_ASV1"	0.000393546	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"626"	"BS2-2019-DD-O"	"Endozoicomonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"627"	"BS2-2019-DD-O"	"Thalassobius_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"628"	"BS2-2019-DD-O"	"Photobacterium_ASV1"	0.044929818	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"629"	"BS2-2019-DD-O"	"Pseudoalteromonas_ASV2"	0.022563295	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"630"	"BS2-2019-DD-O"	"Vibrio_ASV4"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"DD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"631"	"BS2-2019-HD-A"	"Renibacterium_ASV1"	0.003139225	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"632"	"BS2-2019-HD-A"	"Halodesulfovibrio_ASV1"	0.034374509	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"633"	"BS2-2019-HD-A"	"Other_n.716"	0.746821535	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"634"	"BS2-2019-HD-A"	"Vibrio_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"635"	"BS2-2019-HD-A"	"Endozoicomonas_ASV3"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"636"	"BS2-2019-HD-A"	"Vibrio_ASV4"	0.059017423	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"637"	"BS2-2019-HD-A"	"Roseibacillus_ASV1"	0.009260713	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"638"	"BS2-2019-HD-A"	"Vibrio_ASV3"	0.039711191	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"639"	"BS2-2019-HD-A"	"Nautella_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"640"	"BS2-2019-HD-A"	"Halomonas_ASV2"	0.004865798	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"641"	"BS2-2019-HD-A"	"Endozoicomonas_ASV1"	0.01396955	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"642"	"BS2-2019-HD-A"	"Enhydrobacter_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"643"	"BS2-2019-HD-A"	"Photobacterium_ASV1"	0.002354418	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"644"	"BS2-2019-HD-A"	"Halomonas_ASV1"	0.003924031	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"645"	"BS2-2019-HD-A"	"Pseudoalteromonas_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"646"	"BS2-2019-HD-A"	"Pseudoalteromonas_ASV2"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"647"	"BS2-2019-HD-A"	"Endozoicomonas_ASV2"	0.040966881	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"648"	"BS2-2019-HD-A"	"Vibrio_ASV2"	0.041594726	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"649"	"BS2-2019-HD-A"	"Thalassobius_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"650"	"BS2-2019-HD-A"	"Psychrobium_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"651"	"BS2-2019-HD-A"	"Ruegeria_ASV1"	0	2019	"yes"	0.2	0.1	"none"	"BS2"	"MCAV"	"HD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"652"	"BS2-2019-HD-D"	"Vibrio_ASV4"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"653"	"BS2-2019-HD-D"	"Nautella_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"654"	"BS2-2019-HD-D"	"Renibacterium_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"655"	"BS2-2019-HD-D"	"Halomonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"656"	"BS2-2019-HD-D"	"Endozoicomonas_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"657"	"BS2-2019-HD-D"	"Vibrio_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"658"	"BS2-2019-HD-D"	"Vibrio_ASV3"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"659"	"BS2-2019-HD-D"	"Halodesulfovibrio_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"660"	"BS2-2019-HD-D"	"Ruegeria_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"661"	"BS2-2019-HD-D"	"Thalassobius_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"662"	"BS2-2019-HD-D"	"Other_n.716"	1	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"663"	"BS2-2019-HD-D"	"Pseudoalteromonas_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"664"	"BS2-2019-HD-D"	"Enhydrobacter_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"665"	"BS2-2019-HD-D"	"Endozoicomonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"666"	"BS2-2019-HD-D"	"Vibrio_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"667"	"BS2-2019-HD-D"	"Halomonas_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"668"	"BS2-2019-HD-D"	"Pseudoalteromonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"669"	"BS2-2019-HD-D"	"Photobacterium_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"670"	"BS2-2019-HD-D"	"Psychrobium_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"671"	"BS2-2019-HD-D"	"Endozoicomonas_ASV3"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"672"	"BS2-2019-HD-D"	"Roseibacillus_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Jan"	2021	"Two months after treatment"	"NS2211"
"673"	"BS2-2019-HD-O"	"Nautella_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"674"	"BS2-2019-HD-O"	"Renibacterium_ASV1"	0.106424911	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"675"	"BS2-2019-HD-O"	"Vibrio_ASV3"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"676"	"BS2-2019-HD-O"	"Roseibacillus_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"677"	"BS2-2019-HD-O"	"Psychrobium_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"678"	"BS2-2019-HD-O"	"Halodesulfovibrio_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"679"	"BS2-2019-HD-O"	"Photobacterium_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"680"	"BS2-2019-HD-O"	"Ruegeria_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"681"	"BS2-2019-HD-O"	"Pseudoalteromonas_ASV1"	0.006700828	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"682"	"BS2-2019-HD-O"	"Endozoicomonas_ASV3"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"683"	"BS2-2019-HD-O"	"Thalassobius_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"684"	"BS2-2019-HD-O"	"Pseudoalteromonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"685"	"BS2-2019-HD-O"	"Enhydrobacter_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"686"	"BS2-2019-HD-O"	"Halomonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"687"	"BS2-2019-HD-O"	"Vibrio_ASV1"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"688"	"BS2-2019-HD-O"	"Vibrio_ASV4"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"689"	"BS2-2019-HD-O"	"Halomonas_ASV1"	0.006700828	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"690"	"BS2-2019-HD-O"	"Endozoicomonas_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"691"	"BS2-2019-HD-O"	"Vibrio_ASV2"	0	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"692"	"BS2-2019-HD-O"	"Endozoicomonas_ASV1"	0.012613323	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"693"	"BS2-2019-HD-O"	"Other_n.716"	0.86756011	2019	"yes"	0.2	0.1	"probiotic bag"	"BS2"	"MCAV"	"HD"	"YES"	"Oct"	2020	"Two weeks after treatment"	"NS2172"
"694"	"BS2-2048-DD-A"	"Halodesulfovibrio_ASV1"	0.007652256	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"695"	"BS2-2048-DD-A"	"Endozoicomonas_ASV1"	0.001972231	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"696"	"BS2-2048-DD-A"	"Vibrio_ASV4"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"697"	"BS2-2048-DD-A"	"Pseudoalteromonas_ASV1"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"698"	"BS2-2048-DD-A"	"Vibrio_ASV3"	0.006311139	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"699"	"BS2-2048-DD-A"	"Nautella_ASV1"	0.052776901	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"700"	"BS2-2048-DD-A"	"Renibacterium_ASV1"	0.004338908	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"701"	"BS2-2048-DD-A"	"Thalassobius_ASV1"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"702"	"BS2-2048-DD-A"	"Roseibacillus_ASV1"	0.004496687	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"703"	"BS2-2048-DD-A"	"Vibrio_ASV1"	0.00205112	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"704"	"BS2-2048-DD-A"	"Endozoicomonas_ASV3"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"705"	"BS2-2048-DD-A"	"Halomonas_ASV1"	0.001420006	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"706"	"BS2-2048-DD-A"	"Pseudoalteromonas_ASV2"	0.001420006	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"707"	"BS2-2048-DD-A"	"Photobacterium_ASV1"	0.002682234	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"708"	"BS2-2048-DD-A"	"Vibrio_ASV2"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"709"	"BS2-2048-DD-A"	"Ruegeria_ASV1"	0.056169139	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"710"	"BS2-2048-DD-A"	"Endozoicomonas_ASV2"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"711"	"BS2-2048-DD-A"	"Enhydrobacter_ASV1"	0.000473335	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"712"	"BS2-2048-DD-A"	"Other_n.716"	0.85681603	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"713"	"BS2-2048-DD-A"	"Halomonas_ASV2"	0.001420006	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
"714"	"BS2-2048-DD-A"	"Psychrobium_ASV1"	0	2048	"yes"	45.3	100	"none"	"BS2"	"MCAV"	"DD"	"NO"	"Aug"	2020	"Before treatment"	"NS2107"
